name,fuel,seller_type,transmission,owner
Fiat Grande Punto EVO 1.3 Active,Diesel,Individual,Manual,Second Owner
Tata New Safari 4X4 EX,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 mHAWK100 T8,Diesel,Individual,Manual,First Owner
Tata Altroz XE,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Petrol,Dealer,Manual,First Owner
Honda City i DTEC VX,Diesel,Individual,Manual,First Owner
Maruti Wagon R ZXI 1.2,Petrol,Dealer,Manual,First Owner
Hyundai Santro Sportz BSIV,Petrol,Individual,Manual,First Owner
Mahindra XUV500 AT W10 FWD,Diesel,Individual,Automatic,First Owner
Maruti Baleno Delta Automatic,Petrol,Individual,Automatic,First Owner
Chevrolet Beat Diesel LS,Diesel,Dealer,Manual,First Owner
Maruti Alto K10 VXI AGS,Petrol,Dealer,Automatic,Second Owner
Tata Indica GLS BS IV,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,Petrol,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,Diesel,Individual,Manual,Second Owner
Hyundai i20 Active S Petrol,Petrol,Dealer,Manual,First Owner
Hyundai EON 1.0 Era Plus,Petrol,Individual,Manual,First Owner
Tata Tigor 1.2 Revotron XT,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 CRDi E,Diesel,Individual,Manual,First Owner
Maruti Alto Green LXi (CNG),CNG,Dealer,Manual,Second Owner
Hyundai i20 1.2 Era,Petrol,Individual,Manual,Second Owner
Ford Ikon 1.4 ZXi,Petrol,Dealer,Manual,Third Owner
Chevrolet Beat Diesel LS,Diesel,Individual,Manual,Second Owner
Maruti Zen VXi - BS III,Petrol,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner
BMW 7 Series 730Ld,Diesel,Individual,Automatic,Second Owner
Chevrolet Optra Magnum 2.0 LT,Diesel,Individual,Manual,First Owner
Chevrolet Optra Magnum 2.0 LT,Diesel,Individual,Manual,First Owner
Maruti A-Star Lxi,Petrol,Individual,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,Diesel,Individual,Automatic,First Owner
Chevrolet Spark 1.0 LT,Petrol,Individual,Manual,First Owner
Honda WR-V i-DTEC VX,Diesel,Individual,Manual,First Owner
Hyundai Accent GLX,Petrol,Individual,Manual,Second Owner
Maruti Ertiga VDI Limited Edition,Diesel,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2 Plus,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Diesel,Individual,Manual,First Owner
Mitsubishi Montero 3.2 MT,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,Diesel,Individual,Manual,Second Owner
Hyundai i20 Magna Optional 1.4 CRDi,Diesel,Individual,Manual,First Owner
Hyundai i20 Magna Optional 1.4 CRDi,Diesel,Individual,Manual,First Owner
Ford Endeavour 4x2 XLT,Diesel,Individual,Manual,First Owner
Hyundai EON Sportz,Petrol,Individual,Manual,Second Owner
Nissan Micra XL,Petrol,Individual,Manual,Second Owner
Maruti 800 Std,Petrol,Individual,Manual,Third Owner
Maruti Swift LXi BSIV,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDi,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner
Maruti Ignis 1.3 Delta,Diesel,Dealer,Manual,First Owner
Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
Tata Indigo CS LX (TDI) BS-III,Diesel,Dealer,Manual,First Owner
Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
Mahindra Bolero Power Plus SLX,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,Diesel,Individual,Manual,First Owner
Tata Indigo TDI,Diesel,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XL eRLX Euro III,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI AGS,Petrol,Dealer,Automatic,First Owner
Tata Tiago XZA AMT,Petrol,Dealer,Automatic,First Owner
Hyundai EON Era Plus,Petrol,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Diesel,Dealer,Manual,First Owner
Nissan Evalia XV,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Sportz Option,Diesel,Dealer,Manual,First Owner
Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
Mahindra KUV 100 D75 K4 Plus 5Str,Diesel,Dealer,Manual,First Owner
Maruti Wagon R LXI,Petrol,Dealer,Manual,First Owner
Hyundai Santro Xing GLS,Petrol,Dealer,Manual,First Owner
Maruti Zen VX,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI,Diesel,Individual,Manual,First Owner
Maruti Baleno Delta 1.3,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2,Petrol,Individual,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,Diesel,Individual,Manual,Second Owner
Maruti Omni LPG STD BSIV,LPG,Individual,Manual,Fourth & Above Owner
Maruti Zen D PS,Diesel,Individual,Manual,Third Owner
Fiat Linea 1.3 Multijet Emotion,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing GLS,Petrol,Individual,Manual,Third Owner
Ford Aspire Titanium Plus Diesel BSIV,Diesel,Dealer,Manual,First Owner
Ford Aspire Titanium Plus BSIV,Petrol,Dealer,Manual,First Owner
Ford Freestyle Titanium Plus Diesel BSIV,Diesel,Dealer,Manual,First Owner
Honda City i VTEC V,Petrol,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,Diesel,Dealer,Manual,First Owner
Honda Jazz 1.2 VX i VTEC,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
Tata Bolt Quadrajet XE,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI Plus,Petrol,Individual,Manual,First Owner
Chevrolet Aveo U-VA 1.2 LT,Petrol,Individual,Manual,Third Owner
Maruti Wagon R VXI,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi,Diesel,Individual,Manual,First Owner
Tata Nexon 1.2 Revotron XZ Plus,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta (o),Petrol,Dealer,Manual,Second Owner
Volkswagen Jetta 2.0L TDI Highline AT,Diesel,Dealer,Automatic,First Owner
Honda Amaze S i-VTEC,Petrol,Dealer,Manual,First Owner
Hyundai Creta 1.6 SX Option,Petrol,Dealer,Manual,First Owner
Mahindra XUV500 W8 2WD,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta 1.2,Petrol,Dealer,Manual,Second Owner
Hyundai Santro Xing XO,Petrol,Dealer,Manual,Second Owner
Mahindra Bolero 2011-2019 SLE,Diesel,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,Second Owner
Fiat Avventura MULTIJET Emotion,Diesel,Individual,Manual,Second Owner
Audi A8 4.2 TDI,Diesel,Dealer,Automatic,First Owner
Datsun RediGO 1.0 S,Petrol,Dealer,Manual,Second Owner
Chevrolet Cruze LT,Diesel,Dealer,Manual,Second Owner
Volkswagen Jetta 1.4 TSI Comfortline,Petrol,Individual,Manual,First Owner
Audi A4 2.0 TDI 177 Bhp Premium Plus,Diesel,Dealer,Automatic,First Owner
Honda Civic 1.8 V AT,Petrol,Dealer,Automatic,First Owner
Mercedes-Benz E-Class Exclusive E 200 BSIV,Petrol,Dealer,Automatic,First Owner
Volkswagen Polo GTI,Petrol,Dealer,Automatic,First Owner
BMW X1 sDrive 20d xLine,Diesel,Individual,Automatic,First Owner
Chevrolet Beat Diesel,Diesel,Individual,Manual,First Owner
Mahindra Scorpio SLE BSIV,Diesel,Individual,Manual,Second Owner
Maruti Swift 1.3 VXI ABS,Petrol,Individual,Manual,Third Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,Diesel,Individual,Manual,Second Owner
Tata Tigor 1.2 Revotron XZ Option,Petrol,Individual,Manual,First Owner
Maruti Alto LX,Petrol,Individual,Manual,First Owner
Mahindra Xylo D4,Diesel,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K8 5str,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI Optional,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,Diesel,Individual,Manual,Second Owner
Hyundai Getz 1.5 CRDi GVS,Diesel,Individual,Manual,Third Owner
Hyundai EON Sportz,Petrol,Individual,Manual,First Owner
Maruti Zen D PS,Diesel,Individual,Manual,Second Owner
Honda Amaze EX i-Dtech,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,Diesel,Individual,Manual,First Owner
BMW X1 sDrive20d,Diesel,Individual,Automatic,Second Owner
Mahindra Scorpio M2DI,Diesel,Individual,Manual,First Owner
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,Petrol,Individual,Manual,First Owner
Chevrolet Beat LS,Petrol,Individual,Manual,Second Owner
Hyundai i10 Era 1.1 iTech SE,Petrol,Individual,Manual,First Owner
Tata Indigo GLX,Petrol,Individual,Manual,Second Owner
Honda City i DTEC VX,Diesel,Individual,Manual,Second Owner
Hyundai Verna CRDi 1.6 SX,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,Diesel,Individual,Manual,First Owner
Volkswagen Polo 1.5 TDI Highline,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Spotz,Petrol,Individual,Manual,Second Owner
Hyundai Elite i20 Magna Plus Diesel,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Individual,Automatic,First Owner
Maruti Ritz LDi,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W10 2WD,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Petrol Titanium BSIV,Petrol,Individual,Manual,First Owner
Fiat Grande Punto Active (Diesel),Diesel,Individual,Manual,Second Owner
BMW X1 sDrive 20d xLine,Diesel,Individual,Automatic,First Owner
Skoda Fabia 1.2 MPI Ambition Plus,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,Petrol,Dealer,Manual,First Owner
Chevrolet Aveo 1.4 LS,Petrol,Dealer,Manual,First Owner
Chevrolet Aveo U-VA 1.2 LS,Petrol,Dealer,Manual,First Owner
Ford Figo Diesel EXI,Diesel,Dealer,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,Diesel,Dealer,Manual,First Owner
Ford Aspire Titanium BSIV,Petrol,Dealer,Manual,First Owner
Hyundai EON 1.0 Kappa Magna Plus,Petrol,Individual,Manual,Second Owner
Tata Tiago 2019-2020 XZ,Petrol,Individual,Manual,First Owner
Maruti Swift ZXI,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0 LT,Petrol,Dealer,Manual,First Owner
Chevrolet Beat Diesel LS,Diesel,Dealer,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Titanium Optional,Petrol,Dealer,Manual,First Owner
Volkswagen Polo 1.2 MPI Comfortline,Petrol,Dealer,Manual,First Owner
Ford Fiesta Diesel Trend,Diesel,Dealer,Manual,First Owner
Mahindra XUV500 W8 2WD,Diesel,Dealer,Manual,First Owner
Honda City 1.5 E MT,Petrol,Individual,Manual,First Owner
Maruti Zen VXI,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,Petrol,Individual,Manual,Second Owner
Tata Indigo TDI,Diesel,Individual,Manual,First Owner
Maruti Baleno Zeta 1.3,Diesel,Individual,Manual,First Owner
Mahindra Jeep MM 550 XDB,Diesel,Individual,Manual,Third Owner
Maruti Alto STD,Petrol,Individual,Manual,Second Owner
Maruti Celerio VDi,Diesel,Individual,Manual,Third Owner
Maruti Esteem Lxi,Petrol,Individual,Manual,Third Owner
Maruti Alto LX,Petrol,Individual,Manual,Third Owner
Volkswagen Jetta 1.9 Highline TDI,Diesel,Individual,Automatic,Second Owner
Maruti Swift VDI BSIV,Diesel,Individual,Manual,Second Owner
Hyundai i20 Active 1.4 SX with AVN,Diesel,Individual,Manual,Second Owner
Ford Figo Diesel ZXI,Diesel,Individual,Manual,Second Owner
Hyundai i20 1.4 CRDi Magna,Diesel,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,Petrol,Individual,Manual,Third Owner
Mahindra Xylo E4 8S,Diesel,Individual,Manual,Third Owner
Mahindra XUV500 W8 2WD,Diesel,Individual,Manual,Second Owner
Mahindra Bolero SLE,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,Diesel,Individual,Manual,Second Owner
Ford Fiesta Petrol Trend,Petrol,Dealer,Manual,First Owner
Tata Tiago 1.2 Revotron XE,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,Petrol,Individual,Manual,Second Owner
Maruti Ritz LDi,Diesel,Individual,Manual,Second Owner
Hyundai Xcent 1.2 Kappa Base,Petrol,Individual,Manual,Second Owner
Chevrolet Optra 1.6,Petrol,Dealer,Manual,Fourth & Above Owner
Ford Ikon 1.6 ZXI NXt,Petrol,Individual,Manual,Second Owner
Hyundai Getz GLS,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GL Plus,Petrol,Individual,Manual,Second Owner
Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,First Owner
Tata Indigo LS,Diesel,Individual,Manual,Second Owner
Ford Ikon 1.3 Flair,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI BSIV,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire LDIX Limited Edition,Diesel,Individual,Manual,Second Owner
Tata Indica Vista Aqua 1.3 Quadrajet,Diesel,Individual,Manual,Second Owner
Maruti Swift 1.3 DLX,Diesel,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Petrol Titanium BSIV,Petrol,Individual,Manual,First Owner
Fiat Grande Punto Active (Diesel),Diesel,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 VX 4x4,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXL,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 VX 8 STR BSIV,Diesel,Individual,Manual,First Owner
Hyundai i20 Magna,Petrol,Individual,Manual,First Owner
Fiat Punto 1.3 Active,Diesel,Individual,Manual,Second Owner
Renault KWID 1.0,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 VTVT E Plus,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,Diesel,Individual,Manual,First Owner
Audi Q5 2.0 TFSI Quattro,Petrol,Individual,Automatic,First Owner
Hyundai i10 Sportz 1.2,Petrol,Individual,Manual,Third Owner
Tata Tiago 1.2 Revotron XZ,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,Diesel,Individual,Manual,Second Owner
Skoda Rapid 1.6 MPI Elegance,Petrol,Individual,Manual,First Owner
Maruti 800 Std BSIII,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GLS,Petrol,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Asta,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Individual,Manual,First Owner
Nissan Sunny XL,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 GX 7 STR,Diesel,Individual,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,Petrol,Individual,Manual,First Owner
Maruti Alto LX,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S5 BSIV,Diesel,Individual,Manual,First Owner
Renault KWID AMT,Petrol,Individual,Automatic,First Owner
Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,Petrol,Individual,Manual,First Owner
Toyota Fortuner 4x2 Manual,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 T6 Plus,Diesel,Individual,Manual,First Owner
Maruti Alto LXi BSIII,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX VTVT,Petrol,Individual,Manual,First Owner
Honda City 1.5 V MT,Petrol,Individual,Manual,Third Owner
Hyundai Elantra CRDi SX,Diesel,Individual,Manual,Second Owner
Honda City 1.5 V AT Exclusive,Petrol,Individual,Automatic,Third Owner
Volkswagen Vento Diesel Highline,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire ZDI,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.8 GX AT BSIV,Diesel,Individual,Automatic,First Owner
Maruti Ritz VDi,Diesel,Individual,Manual,Second Owner
Hyundai Getz 1.3 GLS,Petrol,Individual,Manual,Second Owner
Mahindra XUV500 AT W8 FWD,Diesel,Individual,Automatic,First Owner
Mahindra Quanto C6,Diesel,Individual,Manual,First Owner
Tata Indigo LX Dicor,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Magna,Petrol,Individual,Manual,First Owner
Honda City 1.5 S MT,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX VTVT (O),Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna,Petrol,Individual,Manual,First Owner
Chevrolet Enjoy TCDi LT 7 Seater,Diesel,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XTA,Petrol,Individual,Automatic,First Owner
Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 Kappa SX,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,Diesel,Individual,Manual,First Owner
Tata Nano Lx,Petrol,Individual,Manual,First Owner
Honda City 1.5 S MT,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,Second Owner
Ford Ecosport 1.5 Petrol Titanium Plus AT,Petrol,Individual,Automatic,First Owner
Maruti Eeco 5 STR With AC Plus HTR CNG,CNG,Individual,Manual,Fourth & Above Owner
Hyundai i20 Sportz 1.2,Petrol,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner
Maruti Ignis 1.2 Sigma BSIV,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 Sigma BSIV,Petrol,Individual,Manual,First Owner
Maruti Ertiga VDI,Diesel,Individual,Manual,Third Owner
Tata Manza Aura Safire BS IV,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,Petrol,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 EX 4x2,Diesel,Individual,Manual,Second Owner
Ford Aspire Titanium Plus Diesel BSIV,Diesel,Individual,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,Petrol,Individual,Manual,First Owner
Hyundai EON Sportz,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,Diesel,Individual,Manual,Second Owner
Nissan Terrano XL 85 PS,Diesel,Individual,Manual,Second Owner
Nissan Terrano XL 85 PS,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 V Diesel 7-seater,Diesel,Individual,Manual,Third Owner
Toyota Corolla Altis Diesel D4DJ,Diesel,Individual,Manual,Second Owner
Honda Amaze SX i-VTEC,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,Diesel,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,Diesel,Individual,Manual,First Owner
Maruti Zen LX,Petrol,Individual,Manual,First Owner
Hyundai Accent CRDi,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT BSIV,Diesel,Individual,Manual,First Owner
Maruti Esteem Lxi - BSIII,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,Diesel,Dealer,Manual,Test Drive Car
Maruti Zen LX,Petrol,Individual,Manual,First Owner
Toyota Etios GD SP,Diesel,Individual,Manual,Third Owner
Hyundai Santro Magna CNG BSIV,CNG,Individual,Manual,First Owner
Fiat Linea Emotion,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Titanium,Diesel,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo LXI BS IV,Petrol,Individual,Manual,First Owner
Honda Amaze EX i-Dtech,Diesel,Individual,Manual,Third Owner
Maruti Celerio X ZXI BSIV,Petrol,Individual,Manual,First Owner
Tata Tigor 1.2 Revotron XZ Option,Petrol,Individual,Manual,First Owner
Tata Zest Revotron 1.2T XE,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,Diesel,Individual,Manual,Second Owner
Ford Figo 1.5D Trend MT,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,Diesel,Individual,Manual,Third Owner
Mahindra XUV500 W6 2WD,Diesel,Individual,Manual,Second Owner
